epoch,categorical_accuracy,loss,lr,val_1-shot_5-way_acc,val_loss
1,0.5491999999999998,3.604139546815533,0.001,0.476,1.940858388442325
2,0.6279333333333333,1.1093336250153605,0.001,0.508,1.7615082288312491
3,0.6518666666666664,1.0464431934872855,0.001,0.536,1.8529200099349394
4,0.6757333333333334,0.9442179634515898,0.001,0.506,1.9729822102398664
5,0.7094666666666666,0.8503760478749842,0.001,0.542,1.712420837905784
6,0.714066666666667,0.8533593612036227,0.001,0.52,1.8282683416012444
7,0.735133333333333,0.7869819168409896,0.001,0.508,1.7106615946188806
8,0.7368666666666668,0.7762137838939148,0.001,0.556,1.9664843742093383
9,0.7431333333333329,0.7725902358001464,0.001,0.562,1.6434788935040066
10,0.7737333333333335,0.667697316625131,0.001,0.55,1.8473412105309948
11,0.7759333333333336,0.6480441030122356,0.001,0.522,2.196209396291831
12,0.8035333333333331,0.5701856301234848,0.001,0.536,2.072181398814124
13,0.7851333333333332,0.6397071805256089,0.001,0.57,1.8611755165722499
14,0.8000666666666666,0.5814500785275851,0.001,0.558,1.887729668322947
15,0.8062666666666664,0.5692525772193683,0.001,0.52,2.4434145110039043
16,0.8155333333333332,0.544770627703106,0.001,0.596,1.963983079410325
17,0.8393333333333333,0.46984732663020795,0.001,0.564,1.9950756443217614
18,0.8329333333333335,0.4963133749173093,0.001,0.518,2.0439681235201173
19,0.8400666666666663,0.46312332920058574,0.001,0.578,2.022621652465172
20,0.8453333333333332,0.4479475041904805,0.001,0.576,1.827180310432163
21,0.8452000000000004,0.4445331291127285,0.001,0.518,2.3901355903034576
22,0.8386666666666663,0.4733486264806775,0.001,0.584,1.76891676529666
23,0.8469333333333331,0.44252013558489445,0.001,0.546,2.2397213796885826
24,0.8704,0.3835324634033157,0.001,0.51,2.560574645679658
25,0.8557333333333332,0.4282765152608412,0.001,0.54,2.064771487251912
26,0.8603333333333332,0.4053430523207806,0.001,0.576,1.8559449854273689
27,0.8657333333333334,0.3948644282036511,0.001,0.534,2.159023044892385
28,0.8713999999999998,0.3836522753304557,0.001,0.512,2.174780630235223
29,0.8697333333333335,0.3780900749901122,0.001,0.564,2.35853364483897
30,0.871466666666667,0.38315452273381084,0.001,0.508,2.0279973228856747
31,0.8701333333333332,0.3883688471550834,0.001,0.526,2.3157485118825716
32,0.8698,0.3710189721497784,0.001,0.572,1.8885747126485697
33,0.8686,0.3822337184835743,0.001,0.554,2.2815340530780777
34,0.8874,0.3352641413777117,0.001,0.548,2.0314606200328686
35,0.8793999999999995,0.3536675724238124,0.001,0.546,2.296427853644963
36,0.8868,0.3249849922885643,0.001,0.54,2.2219370489707297
37,0.8890666666666667,0.3131348990589819,0.001,0.586,2.1259585349726167
38,0.8858666666666665,0.32138360358038254,0.001,0.548,2.350569954445355
39,0.8969333333333335,0.30085439578287665,0.001,0.552,2.550403986209937
40,0.9052666666666657,0.2677403394105499,0.0005,0.562,2.020102603573421
41,0.911533333333333,0.2526889471151588,0.0005,0.602,1.9350504485896687
42,0.9175333333333338,0.23614878899921943,0.0005,0.6,2.1518295892101804
43,0.9102666666666666,0.2622777131913089,0.0005,0.62,1.7303747694863485
44,0.9132000000000002,0.2560952095021466,0.0005,0.592,1.8069353995862945
45,0.9224666666666671,0.23119249621164187,0.0005,0.618,1.8747949971145788
46,0.9142666666666664,0.24699901394728008,0.0005,0.56,2.2109729843901023
47,0.918733333333333,0.23263164312188792,0.0005,0.596,2.059814382446556
48,0.925,0.2214973483843755,0.0005,0.618,1.9950152772147745
49,0.9285333333333331,0.2134169678887714,0.0005,0.604,1.8596784303510034
50,0.9177333333333331,0.23978506834819824,0.0005,0.538,2.7358520012663696
51,0.9256,0.2183226943591886,0.0005,0.572,2.371157852669693
52,0.9251333333333334,0.21718868737436636,0.0005,0.624,1.8105139793637561
53,0.9205333333333333,0.22644611818777047,0.0005,0.65,1.7420448672428104
54,0.9232666666666666,0.22418915313230786,0.0005,0.612,1.7528731573776133
55,0.927333333333333,0.20951168046448806,0.0005,0.654,1.612557573984327
56,0.9245333333333333,0.21745207634031682,0.0005,0.564,2.194907537464567
57,0.9227333333333334,0.22440039034247639,0.0005,0.586,2.0318214572731748
58,0.9301333333333336,0.1977537347011868,0.0005,0.6,2.074786296023735
59,0.9282666666666666,0.20766934900751366,0.0005,0.586,2.0273454616462097
60,0.9289333333333331,0.19688361287785638,0.0005,0.574,2.268254790045965
61,0.9293999999999998,0.20364914884337304,0.0005,0.582,2.2412646427505627
62,0.9314000000000001,0.19704405348926105,0.0005,0.59,1.9302590066934906
63,0.9231333333333331,0.21651226478242708,0.0005,0.658,1.6310170848525278
64,0.9315333333333331,0.20063987546374193,0.0005,0.558,2.2683688822842747
65,0.9295333333333331,0.20218388985934954,0.0005,0.61,2.055551798538909
66,0.9336,0.1854733761468372,0.0005,0.63,1.783367932597714
67,0.9336666666666664,0.19525602138438952,0.0005,0.634,1.6679091460132633
68,0.9258666666666668,0.2109577731442834,0.0005,0.586,2.01276459808305
69,0.9250000000000002,0.21331898120919418,0.0005,0.656,1.6057207227428532
70,0.9287333333333333,0.2113907684066051,0.0005,0.596,1.6795445684605568
71,0.9313333333333332,0.19574795906685685,0.0005,0.576,2.21060086397396
72,0.9454,0.14997205575481018,0.0005,0.612,2.097898573765853
73,0.9349333333333334,0.1826757800947086,0.0005,0.588,1.9126661144393775
74,0.9359333333333332,0.18161064877031635,0.0005,0.622,1.9076351259586575
75,0.9428666666666667,0.16384618332901155,0.0005,0.636,1.7656011558767604
76,0.9373333333333332,0.18610127007599384,0.0005,0.648,1.8070685139997704
77,0.9359999999999999,0.18573322611665607,0.0005,0.626,2.2438113407303675
78,0.939733333333333,0.17171988440282998,0.0005,0.606,2.0662120165517517
79,0.9343999999999998,0.19156531835810078,0.0005,0.564,2.2029108529874963
80,0.9478666666666663,0.14850585822428278,0.00025,0.634,1.9789128832269665
81,0.9480666666666667,0.14741444365263148,0.00025,0.642,1.6777490536168587
82,0.946933333333333,0.14980409738958333,0.00025,0.626,1.982899141550452
83,0.9528000000000004,0.13458157312754382,0.00025,0.63,1.8466584685170735
84,0.9491333333333334,0.1465081720852238,0.00025,0.674,1.7307543024511058
85,0.9484666666666669,0.14917016930782598,0.00025,0.632,1.7642589376676465
86,0.9529999999999998,0.1372168026951455,0.00025,0.664,1.647540324881996
87,0.9481999999999999,0.15214008595580203,0.00025,0.668,1.7966607133618626
88,0.9448666666666661,0.15976696309095634,0.00025,0.654,1.7900045957971604
89,0.9523333333333334,0.1346639298875557,0.00025,0.614,2.0499909006555184
90,0.9559333333333329,0.12704538359142195,0.00025,0.616,2.005691420096852
91,0.9537333333333333,0.136074318109426,0.00025,0.584,1.9436278311588908
92,0.9532666666666669,0.13363915000417584,0.00025,0.628,1.9382606113684735
93,0.9576666666666666,0.12238184383208348,0.00025,0.604,2.157830945219224
94,0.9522000000000002,0.14179240519625275,0.00025,0.624,1.73863854416688
95,0.9534666666666662,0.12912374968126253,0.00025,0.592,2.2999950539804277
96,0.9521999999999998,0.13535597480076939,0.00025,0.604,1.98756827605745
97,0.9578666666666663,0.1221721668350551,0.00025,0.678,1.9191133100195672
98,0.9587333333333332,0.12251263531236882,0.00025,0.632,1.9215518477853775
99,0.9572666666666665,0.12429547502493117,0.00025,0.634,1.9176913127237336
100,0.9542666666666665,0.13332535594555195,0.00025,0.634,2.1226561605314096
101,0.9572666666666666,0.12494888097143106,0.00025,0.594,2.1402647622937776
102,0.9546666666666667,0.13079298163497288,0.00025,0.648,1.8199775869151071
103,0.9580000000000003,0.1205095180804374,0.00025,0.606,2.3039166569139438
104,0.9628666666666668,0.10856029722239958,0.00025,0.656,2.2335824875971713
105,0.9491333333333329,0.14534645950257008,0.00025,0.664,1.7433617591775354
106,0.9514000000000001,0.13285284784598164,0.00025,0.658,1.7549268277154846
107,0.9569999999999996,0.12590641452034976,0.00025,0.652,1.8048925894007695
108,0.9634666666666665,0.10630466396075747,0.00025,0.68,1.7462938913039372
