epoch,categorical_accuracy,loss,lr,val_5-shot_5-way_acc,val_loss
1,0.6160000000000002,11.309190106540242,0.001,0.732,1.9288412995456385
2,0.628,1.6192083726521966,0.001,0.732,1.534619791218417
3,0.6592000000000001,1.0632952241006821,0.001,0.746,1.185300442689469
4,0.6956000000000004,0.9489537042154815,0.001,0.772,0.9381387065302946
5,0.7172,0.8252243380515061,0.001,0.784,0.6517374110316795
6,0.7272000000000003,0.7828679769714226,0.001,0.752,0.9410324182745022
7,0.7095999999999999,0.7944419914820103,0.001,0.754,0.7653615975950847
8,0.7640000000000003,0.6438890657014062,0.001,0.814,0.620568588675478
9,0.7344000000000002,0.726124699835799,0.001,0.784,0.720529562534841
10,0.7512000000000001,0.6660699435460558,0.001,0.784,0.6769956160972221
11,0.7680000000000003,0.6406752604383701,0.001,0.764,0.8419218015269326
12,0.7543999999999998,0.6691490573460344,0.001,0.812,0.5819522545581779
13,0.7548000000000001,0.6864874055014206,0.001,0.768,0.7079535151725391
14,0.7896000000000001,0.5981755134492058,0.001,0.784,0.5852727510555219
15,0.7776,0.6283679689602568,0.001,0.806,0.5993720384401666
16,0.7844000000000002,0.5962382475955239,0.001,0.812,0.5317274445192901
17,0.7828000000000003,0.5887286819533035,0.001,0.816,0.5844334821070775
18,0.7888000000000006,0.6027000050094553,0.001,0.776,0.6670744483077072
19,0.8008000000000004,0.5520755279666304,0.001,0.754,0.6926248225220791
20,0.79,0.5829028550867974,0.001,0.78,0.6143866663720862
21,0.79,0.5627223151903533,0.001,0.798,0.8140860305313725
22,0.8000000000000002,0.5442362597414874,0.001,0.808,0.5718785535865848
23,0.8096000000000002,0.5395065980386663,0.001,0.836,0.5633340425549674
24,0.7987999999999998,0.5388063863602471,0.001,0.79,0.6710464855313661
25,0.8036000000000001,0.5342055087122677,0.001,0.798,0.6265050799255154
26,0.8044000000000004,0.5375840053118466,0.001,0.782,0.6460943854875927
27,0.8152000000000005,0.5049270659177839,0.001,0.766,0.6625132269574029
