epoch,categorical_accuracy,loss,lr,val_5-shot_5-way_acc,val_loss
1,0.24573333333333333,22.28732580383066,0.001,0.34,4.588019513108016
2,0.24780000000000005,3.2284791651386398,0.001,0.394,1.9895756152445556
3,0.26666666666666666,2.418666325724257,0.001,0.372,1.7057403136230236
4,0.2738666666666666,2.23459874003107,0.001,0.454,1.4597316049152154
5,0.2829999999999999,2.0988035158939566,0.001,0.476,1.3853773156217284
6,0.3067999999999998,2.011199130430312,0.001,0.442,1.401112048754828
7,0.3158000000000001,1.9997397159375323,0.001,0.444,1.3200262620828476
8,0.30686666666666657,2.022654474789414,0.001,0.472,1.3500618406780305
9,0.3298,1.9554220272008025,0.001,0.434,1.4299985687075742
10,0.3326666666666667,1.9440074460463432,0.001,0.488,1.2864609477511553
11,0.3398,1.922497536287333,0.001,0.452,1.3900196545220052
12,0.34353333333333325,1.9119708634470474,0.001,0.454,1.352976811118696
13,0.3482,1.9226322995610452,0.001,0.454,1.3089375721903744
14,0.34579999999999983,1.8996486493089453,0.001,0.484,1.287370631298144
15,0.34873333333333334,1.8924230242371487,0.001,0.484,1.3148330704969753
16,0.3635333333333334,1.8708225818780015,0.001,0.45,1.411602956584413
17,0.3606666666666667,1.8556253304248196,0.001,0.438,1.3169913290014335
18,0.38299999999999984,1.8144195236820202,0.001,0.534,1.1891192003069
19,0.3687999999999999,1.8495728532829474,0.001,0.496,1.2545599580420983
20,0.37020000000000003,1.8310067743079153,0.001,0.502,1.266417252061188
21,0.3903999999999999,1.7851148279837894,0.001,0.52,1.2630964741691324
22,0.4043333333333334,1.7491242002036216,0.001,0.5,1.2556201260723399
23,0.3874666666666666,1.7843539236022758,0.001,0.548,1.1902185584820169
24,0.4089333333333331,1.7306595315153812,0.001,0.52,1.3143411228369026
25,0.4103333333333331,1.7122227016906626,0.001,0.542,1.1558067608888851
26,0.4141333333333334,1.6979595493327237,0.001,0.54,1.1902992292611796
27,0.42079999999999984,1.7070945001760458,0.001,0.526,1.2405403285532273
28,0.40873333333333334,1.7240390044821063,0.001,0.528,1.2122412253774724
29,0.4109999999999999,1.7258062982102826,0.001,0.558,1.1444860337035827
30,0.43453333333333327,1.6496376503998593,0.001,0.582,1.0612728955534527
31,0.4260666666666666,1.694711063422902,0.001,0.512,1.242095996160506
32,0.4279333333333334,1.6662122680684919,0.001,0.552,1.1681387454964796
33,0.4301333333333332,1.652395617962137,0.001,0.55,1.1725282623853908
34,0.4231999999999999,1.6651502814209524,0.001,0.544,1.1165399111046237
35,0.4223333333333331,1.6819296678196516,0.001,0.602,1.0346878608127719
36,0.42573333333333335,1.6586110710479955,0.001,0.576,1.1094351743677813
37,0.42946666666666666,1.6504718039571973,0.001,0.56,1.174583346403801
38,0.44233333333333325,1.631535975355005,0.001,0.588,1.175637085395391
39,0.4447333333333334,1.6288474745150203,0.001,0.582,1.0750277800557888
40,0.4554666666666669,1.5736697782748914,0.0005,0.558,1.1030169047138618
41,0.4580666666666666,1.569740971085572,0.0005,0.564,1.0997542397144877
42,0.46966666666666623,1.5602769045126192,0.0005,0.546,1.1150695814998757
43,0.4667999999999997,1.5621183835671608,0.0005,0.566,1.0837196597426093
44,0.46826666666666644,1.5456551788608164,0.0005,0.542,1.1131389909129077
45,0.47613333333333324,1.5065136006366933,0.0005,0.594,1.0710278932202881
46,0.4721999999999999,1.5255129789411481,0.0005,0.648,0.9646461179689618
47,0.4801999999999999,1.5075256674098596,0.0005,0.588,1.0227812615470169
48,0.46373333333333344,1.5624039327558186,0.0005,0.592,1.058024390859976
49,0.4677999999999999,1.5355631898214688,0.0005,0.596,1.0618046711980977
50,0.4802,1.5035912042867685,0.0005,0.57,1.136446078784665
51,0.4788666666666665,1.5140982093360438,0.0005,0.594,1.0189363727921412
52,0.4732,1.5350769250393201,0.0005,0.61,0.984308988182633
53,0.4805333333333332,1.5070361560854935,0.0005,0.6,0.9959299900479064
54,0.48746666666666677,1.4969650643174381,0.0005,0.634,1.0233275368177968
55,0.47546666666666654,1.5184561662855112,0.0005,0.614,1.0032474597920025
56,0.47673333333333334,1.5061528689029615,0.0005,0.576,1.046969180556644
57,0.4811999999999999,1.5009380103005807,0.0005,0.644,0.9629553569119069
58,0.4863999999999999,1.496934118023396,0.0005,0.604,0.9924434251416642
59,0.4783333333333333,1.5131015808496777,0.0005,0.608,1.0511028962032352
60,0.47273333333333334,1.5212586522762137,0.0005,0.62,1.019687875904286
61,0.4788000000000001,1.5056927734490646,0.0005,0.596,1.0235464790816498
62,0.4986666666666668,1.4642022336129248,0.0005,0.576,1.0297014608446775
63,0.4823333333333333,1.4964881597741624,0.0005,0.596,1.0364047060085908
64,0.502733333333333,1.4495919557749124,0.0005,0.598,1.040616546225502
65,0.4861333333333336,1.4841487025377424,0.0005,0.61,0.9952045768460461
66,0.5053333333333332,1.4381519227480792,0.0005,0.608,1.025927650935221
67,0.5045333333333333,1.466314556991092,0.0005,0.626,0.9783348095136443
68,0.4982666666666667,1.4501573728402215,0.0005,0.578,1.082733163846859
69,0.4980666666666666,1.4668495276314604,0.0005,0.582,1.0907135307531188
70,0.4984000000000001,1.4615089581573506,0.0005,0.596,1.0610191848652917
71,0.4968666666666667,1.4577709215214114,0.0005,0.594,1.064626888435206
