epoch,categorical_accuracy,loss,lr,val_1-shot_10-way_acc,val_loss
1,0.3940666666666665,2.0890329390658304,0.001,0.353,2.0410088314538637
2,0.4295333333333333,2.05098061215738,0.001,0.378,2.0368240642446946
3,0.48073333333333346,2.023817450459417,0.001,0.391,2.0119636009267547
4,0.5037333333333334,2.0026837491644933,0.001,0.405,2.0012221881606225
5,0.5222000000000002,1.981014061156494,0.001,0.381,2.003205381334614
6,0.5289999999999999,1.9728514312440313,0.001,0.371,2.0287420787453714
7,0.5302,1.9614979954104732,0.001,0.387,2.056536812480562
8,0.5500666666666664,1.9570982792401752,0.001,0.391,1.984133155444886
9,0.5470666666666664,1.9453406487823002,0.001,0.413,2.007484745314825
10,0.5647333333333334,1.9299830179692716,0.001,0.439,1.9831118738537072
11,0.5639333333333334,1.9229010748043476,0.001,0.374,2.035113659553486
12,0.5910666666666667,1.9071345010469338,0.001,0.395,2.005265389068198
13,0.5834666666666668,1.909888517651269,0.001,0.378,2.019680613276109
14,0.6112666666666665,1.893183630450546,0.001,0.39,2.0467867836425904
15,0.6140666666666666,1.8833706701324942,0.001,0.331,2.064427230337601
16,0.6295333333333331,1.8776625036679542,0.001,0.364,2.044066934326401
17,0.6418000000000003,1.8624793259557282,0.001,0.41,2.0084674200545938
18,0.6400666666666668,1.848001561718445,0.001,0.363,2.04456630930286
19,0.6530666666666666,1.839888914742258,0.001,0.363,2.028449103230831
20,0.6810666666666666,1.816998919420657,0.001,0.363,2.036519024806543
21,0.6881333333333332,1.8095308373576215,0.001,0.296,2.0688318202587412
22,0.6988666666666664,1.8023988871473529,0.001,0.33,2.065309734773205
23,0.7001333333333335,1.793826005638509,0.001,0.308,2.0614222613733006
24,0.714,1.7730921186785604,0.001,0.302,2.087248068888063
25,0.7132,1.7757606288573566,0.001,0.327,2.0447199578950706
26,0.7387333333333334,1.7614154517696092,0.001,0.34,2.045091830002184
27,0.7285333333333331,1.7725932778191191,0.001,0.301,2.0964573616329476
28,0.7516666666666665,1.7545103389600853,0.001,0.312,2.067349857109086
29,0.7513333333333333,1.751889835708012,0.001,0.318,2.0482762385220856
30,0.7628666666666668,1.7365845648244544,0.001,0.325,2.054431487409095
31,0.7649333333333336,1.7142143777135255,0.0005,0.323,2.090940862011729
32,0.7636666666666666,1.720565788910547,0.0005,0.278,2.1052937924159085
33,0.7763333333333332,1.706218180951559,0.0005,0.291,2.0876268126081556
34,0.7801333333333335,1.7035732919598863,0.0005,0.299,2.0922491266452754
35,0.7896666666666667,1.691422610423132,0.0005,0.283,2.1074210064072996
36,0.7959333333333334,1.6908978220198738,0.0005,0.288,2.069814050687592
37,0.7809999999999999,1.6991666983836275,0.0005,0.279,2.101008054662864
38,0.8031333333333335,1.6830228448182836,0.0005,0.285,2.101937761189131
39,0.7980666666666666,1.6799463960367305,0.0005,0.293,2.0949212157582973
40,0.7935333333333335,1.6767231143495775,0.0005,0.287,2.106217984871581
41,0.786,1.6851780284617488,0.0005,0.273,2.1157533052754505
42,0.789,1.6840726676265583,0.0005,0.277,2.100998139302958
43,0.8041999999999999,1.675284591933804,0.0005,0.287,2.0695377796377135
44,0.791333333333333,1.6824535252434765,0.0005,0.296,2.1003494858950607
45,0.8036000000000003,1.6799920016693566,0.0005,0.301,2.0956649855108176
46,0.8196000000000003,1.6588354636416327,0.0005,0.267,2.082829155457696
47,0.7882666666666667,1.6850058505656156,0.0005,0.276,2.1019184122134438
48,0.7896,1.6833556487086776,0.0005,0.29,2.0929049779914
49,0.8223333333333329,1.6654368865950653,0.0005,0.278,2.073009225428749
50,0.8107999999999999,1.6637957478744319,0.0005,0.274,2.097331276804668
51,0.8171333333333334,1.6620018048149527,0.00025,0.264,2.1171544897505163
52,0.8265333333333335,1.6490120983184795,0.00025,0.269,2.1056428703209074
53,0.815066666666667,1.6581573903412785,0.00025,0.255,2.110254827183212
54,0.8082666666666671,1.662341462923807,0.00025,0.274,2.101627526535612
55,0.8118666666666671,1.658064764457736,0.00025,0.254,2.1129869969812214
56,0.8180666666666664,1.6526888426042863,0.00025,0.263,2.1148117644081466
57,0.8211333333333333,1.6582506850061243,0.00025,0.28,2.108891240592351
58,0.8334000000000001,1.6416042729900457,0.00025,0.246,2.116091630085583
59,0.8297333333333333,1.6484853739088212,0.00025,0.266,2.1407726762876904
60,0.8287333333333331,1.6513493105409165,0.00025,0.255,2.1060308593274994
61,0.8195333333333338,1.6484903331432326,0.00025,0.258,2.0822379421500763
62,0.8171999999999997,1.6591674928290983,0.00025,0.249,2.127571119868467
63,0.8183333333333337,1.6428282529925256,0.00025,0.258,2.123095085841406
64,0.8292000000000002,1.6447414434823306,0.00025,0.237,2.1351705111790804
65,0.8289333333333336,1.6386840984821862,0.00025,0.263,2.1327913323624967
66,0.8192666666666666,1.6450802294376787,0.00025,0.238,2.1492057193912144
67,0.826133333333333,1.6525883374307753,0.00025,0.255,2.116605825655544
68,0.8153999999999997,1.6459286789647143,0.00025,0.241,2.1485591245034152
69,0.8191333333333332,1.6467305887547496,0.00025,0.26,2.1174691633401492
70,0.8348,1.6351397680905242,0.00025,0.237,2.136485160383215
71,0.8227333333333333,1.640384845428469,0.000125,0.253,2.127045254625423
72,0.8238666666666669,1.6319575001671245,0.000125,0.248,2.127461268514252
73,0.8235999999999999,1.6381064742147007,0.000125,0.26,2.1235595864173478
74,0.8406666666666662,1.634798995905256,0.000125,0.247,2.134824465778992
75,0.823333333333333,1.6371769174509307,0.000125,0.236,2.1317911079756455
76,0.8431333333333328,1.6285881712098702,0.000125,0.246,2.125127642149342
77,0.8227999999999999,1.6339235624844455,0.000125,0.23,2.134110431556447
78,0.8297999999999996,1.6306653984794985,0.000125,0.255,2.1464124765363097
79,0.8300666666666666,1.6317026260173697,0.000125,0.222,2.1318621671116125
80,0.8272666666666663,1.6393048024290309,0.000125,0.252,2.112087428066874
81,0.8275999999999999,1.633099866571043,0.000125,0.234,2.133580839779447
82,0.8308666666666666,1.6259056518723098,0.000125,0.256,2.111847700836556
83,0.8280666666666668,1.6357415717627948,0.000125,0.241,2.133699221075078
84,0.8330000000000004,1.6366677104177134,0.000125,0.252,2.128449667725452
85,0.8128,1.63871051017534,0.000125,0.233,2.140656748081871
86,0.8251333333333332,1.637609934872912,0.000125,0.238,2.129099492612169
87,0.8140666666666669,1.6426662769200804,0.000125,0.243,2.1406402088353973
88,0.8260000000000004,1.6289731410735981,0.000125,0.238,2.130024740704885
89,0.8223999999999999,1.6330431724924248,0.000125,0.241,2.132461344440709
90,0.8331999999999999,1.6286469368983805,0.000125,0.238,2.122782696211755
91,0.8115333333333338,1.6405241769091563,0.000125,0.239,2.1206953225235607
92,0.8409333333333336,1.6247195756171877,0.000125,0.253,2.1402877271200462
93,0.8251333333333322,1.6315297897050838,0.000125,0.232,2.1532653810136364
