epoch,categorical_accuracy,loss,lr,val_1-shot_10-way_acc,val_loss
1,0.3697333333333333,2.080620493631619,0.001,0.28,2.227110440774846
2,0.4107999999999997,2.043793724523848,0.001,0.353,2.1125937539413995
3,0.4692000000000002,2.007332235172665,0.001,0.347,2.118196906959851
4,0.5018,1.987108037227311,0.001,0.363,2.0929643916750953
5,0.5119333333333337,1.9786324670093802,0.001,0.386,2.0656309397569155
6,0.5144,1.9668876204848933,0.001,0.389,2.050680674254336
7,0.5208,1.9587425831209457,0.001,0.35,2.085828186143066
8,0.5222666666666665,1.9478149086580958,0.001,0.403,2.083341052349706
9,0.5377999999999998,1.9489819603187468,0.001,0.345,2.145582199119427
10,0.5429333333333333,1.9289014457980418,0.001,0.436,2.000871500875156
11,0.5470666666666666,1.9263719782480424,0.001,0.41,2.0306616346553326
12,0.5604,1.920964692627838,0.001,0.39,2.043867623211787
13,0.5664000000000001,1.9098316928840362,0.001,0.351,2.098744460237367
14,0.5833999999999999,1.8988604689308763,0.001,0.444,2.0059999966418887
15,0.5699333333333335,1.90408849366371,0.001,0.391,2.0603751374886374
16,0.5859333333333334,1.8837453101105786,0.001,0.359,2.0889566409875857
17,0.5881333333333332,1.889840261119736,0.001,0.427,2.0067001043450903
18,0.5854666666666667,1.8932732804200996,0.001,0.392,2.045585507626368
19,0.6214666666666666,1.865324193546584,0.001,0.405,2.0337817331811596
20,0.6235999999999998,1.858742774591522,0.001,0.402,2.0989762691987286
21,0.6486,1.8485226054031445,0.001,0.433,1.988675295720751
22,0.6538666666666666,1.8406630584835373,0.001,0.45,1.9538226769581235
23,0.6836000000000003,1.8200959234329723,0.001,0.431,1.9842765686131556
24,0.6838,1.8116934438899475,0.001,0.416,1.9666833715702963
25,0.6727333333333333,1.824336510861123,0.001,0.405,2.0784879123948286
26,0.7016000000000001,1.7967408793650137,0.001,0.374,2.100886095065186
27,0.6977333333333335,1.7927013447471838,0.001,0.39,2.02557482157476
28,0.7142000000000002,1.7885408622570111,0.001,0.347,2.160664763606962
29,0.7316000000000001,1.775347198572374,0.001,0.289,2.159312103726562
30,0.7241333333333334,1.774712692863404,0.001,0.359,2.0764890442084187
31,0.7338000000000001,1.7579296800765138,0.001,0.378,2.0992709306279305
32,0.7427333333333332,1.755357458551292,0.001,0.388,2.097769162277902
33,0.7547333333333336,1.7412919150879356,0.001,0.364,2.066599610297557
34,0.7492,1.7453513435218326,0.001,0.426,2.016830168064481
35,0.7550666666666669,1.7318077548971003,0.001,0.434,1.9500908086110613
36,0.7489333333333331,1.7398461453014606,0.001,0.385,2.1287344149886973
37,0.7504,1.743116651774273,0.001,0.431,1.9786104610075226
38,0.7743333333333331,1.7219430907452717,0.001,0.444,1.9771184813608869
39,0.7653333333333334,1.719039943176301,0.001,0.483,1.9298902287596615
40,0.7470666666666667,1.7256140549368217,0.001,0.44,1.9865803122228123
41,0.7402666666666665,1.734543502104994,0.001,0.438,2.029319509242105
42,0.7439333333333331,1.7247215737773223,0.001,0.422,1.971987891013688
43,0.765466666666667,1.7194143889498548,0.001,0.462,1.9590246230430262
44,0.7583333333333337,1.7063086446770257,0.001,0.382,2.027173085208182
45,0.7788666666666667,1.7002722446184166,0.001,0.419,1.983105731786255
46,0.7686000000000002,1.7022227714038303,0.001,0.45,1.9366238731211833
47,0.7616666666666668,1.7099598184815235,0.001,0.378,2.091928786429641
48,0.7925999999999997,1.6863032375515012,0.001,0.358,2.0274466476936412
49,0.7667333333333333,1.7061661142192648,0.001,0.397,2.0148082348906042
50,0.7906666666666666,1.683133589117145,0.001,0.407,1.991551849205044
51,0.7833333333333333,1.696794344194628,0.001,0.441,1.939789270260061
52,0.7713333333333334,1.699423834697702,0.001,0.435,1.9267558803531042
53,0.7871333333333332,1.6869904846674801,0.001,0.469,1.9090287019288095
54,0.7877999999999998,1.6916014340426357,0.001,0.423,1.9797758910413772
55,0.7655333333333332,1.710088530013821,0.001,0.364,2.050348023132612
56,0.7902666666666665,1.6832402906042936,0.001,0.417,2.0254839215724596
57,0.7934000000000003,1.6782120646503296,0.001,0.385,2.069147152045293
58,0.8005999999999999,1.6708934653272758,0.001,0.437,1.9556153965906455
59,0.7831999999999997,1.6799702934721044,0.001,0.409,1.9695171899002295
60,0.8030666666666667,1.6648197383347811,0.0005,0.495,1.8972924563710607
61,0.7976000000000006,1.6654380779282405,0.0005,0.445,1.9579871918738951
62,0.7895333333333334,1.6702726909146883,0.0005,0.411,1.97080497838228
63,0.8098000000000003,1.659114121698454,0.0005,0.479,1.876301573286924
64,0.798266666666667,1.6638296643758097,0.0005,0.482,1.885781500846137
65,0.7997999999999998,1.6573347120550341,0.0005,0.442,1.9746501132087722
66,0.7955333333333333,1.6616947071727453,0.0005,0.444,1.921279831006274
